reviewer,apartment_id,rating,review_text,augmented
f f,5fde0744abdbf5358a4db06a,5.0,proses check in mudah room boy tepat waktu room boy ramah,False
b f,5fde0744abdbf5358a4db06a,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
t s b t,5fde0744abdbf5358a4db06a,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
e,5fde0744abdbf5358a4db06a,5.0,ruangan bersih proses check in mudah room boy tepat waktu,False
t h,5fde0744abdbf5358a4db06a,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
t h,5fde0744abdbf5358a4db06a,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
i d s,5fde0744abdbf5358a4db06a,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s a s,5fde0744abdbf5358a4db06a,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
n a,62601eff49a3723b471d38ec,5.0,buat kalian yang pengen nginep atau sekedar stay cation wajib booking lewat travelio unit apartemen bersih fasilitas lengkap lokasi strategis roomboy dan cs gercep pokoknya ngga ngecewain makasih travelio,False
j i,62601eff49a3723b471d38ec,5.0,sangat ok,False
f k p,62601eff49a3723b471d38ec,5.0,puas,False
y a k,62601eff49a3723b471d38ec,5.0,staff sangat membantu unit bagus dan bersih,False
l k,62601eff49a3723b471d38ec,5.0,check in check out mudah kamar bersih room boy ramah,False
b d,62601eff49a3723b471d38ec,5.0,staf atas nama ravy sangat informatif dan membantu terima kasih,False
h a h,62601eff49a3723b471d38ec,4.17,good,False
n a,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
j i,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
f k p,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a a,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah,False
d a,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a a a,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
h a h,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d f,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
l r,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah,False
n n m,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s w r,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
g,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
y h,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s,62601eff49a3723b471d38ec,5.0,ruangan bersih,False
m d r,62601eff49a3723b471d38ec,4.0,proses check in mudah room boy ramah,False
c b l,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
n n,62601eff49a3723b471d38ec,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
h m,61289412006a891d08a6a934,4.67,oke sudah bagus,False
m f,61289412006a891d08a6a934,5.0,unit bersih nyaman dan staff ramah,False
r a,61289412006a891d08a6a934,5.0,tempat yang nyaman pelayanan yang ramah,False
j,61289412006a891d08a6a934,5.0,recomended,False
h n d,61289412006a891d08a6a934,5.0,staff ramah dan sangat membantu,False
f i p,61289412006a891d08a6a934,5.0,nyaman murah bersih,False
f h,61289412006a891d08a6a934,5.0,bersih dan nyaman,False
s,61289412006a891d08a6a934,5.0,menyenangkan,False
w b k,61289412006a891d08a6a934,5.0,good,False
w k,61289412006a891d08a6a934,5.0,puas,False
n p,61289412006a891d08a6a934,4.5,good,False
i r,61289412006a891d08a6a934,5.0,baik semuanya,False
s,61289412006a891d08a6a934,5.0,over all good,False
h e a,61289412006a891d08a6a934,5.0,puas,False
k r d w,61289412006a891d08a6a934,5.0,pelayanan oke fasilitas baik,False
e r,61289412006a891d08a6a934,5.0,unit bersih nyaman lengkap fasilitas umum apartemen lengkap harga terjangkau staff sangat ramah dan membantu,False
r m,61289412006a891d08a6a934,5.0,baguss bersih aman aja,False
d e s,61289412006a891d08a6a934,5.0,nyaman,False
e s,61289412006a891d08a6a934,5.0,aman nyaman murah pokoknya the best,False
s s,61289412006a891d08a6a934,5.0,so far semuanya aman dan bersih,False
s h,61289412006a891d08a6a934,4.83,nyaman dan aman,False
h n,61289412006a891d08a6a934,5.0,bagus,False
p l s,61289412006a891d08a6a934,5.0,unit bersih dan nyaamanmakasih juga buat roombooy nya yg informatif,False
t y,61289412006a891d08a6a934,5.0,seru,False
f a p,61289412006a891d08a6a934,5.0,baguss,False
m p r,5b0ccf026a29607f66cb104d,4.33,utk room boy kak ezra sangat membantu dalam proses check in dan tepat waktu kebersihan dan kondisi unit bagus,False
a a p,5b0ccf026a29607f66cb104d,5.0,bagus,False
n,5b0ccf026a29607f66cb104d,5.0,sangat nyaman dan memuaskan,False
t m k,5b0ccf026a29607f66cb104d,5.0,luar biasa,False
k n m,5b0ccf026a29607f66cb104d,5.0,baikstaff ramahcepattepat waktu,False
a,5b0ccf026a29607f66cb104d,5.0,harga nya oke unit sesuai harga bagus,False
h s,5b0ccf026a29607f66cb104d,5.0,baik,False
t a,5b0ccf026a29607f66cb104d,5.0,sangat bersih nyaman dan rapi staffnya juga sangat ramah dan membantu sekali,False
e m,5b0ccf026a29607f66cb104d,5.0,perfect,False
d p,5b0ccf026a29607f66cb104d,5.0,di aplikasi untuk confirmation payment nya agak lambat informasinya,False
d r k d,5b0ccf026a29607f66cb104d,5.0,so far so good,False
a r,5b0ccf026a29607f66cb104d,4.0,sangat puas untuk kenyamananmudahan dapat ditingkatkan lagi,False
a a,5b0ccf026a29607f66cb104d,5.0,pelayanan baik smua nilai diatas 8 tetapi ada beberapa hal yg harus diperhatikan seperti pas saya tiba di kamar ada beberapa yg mengalami kerusakan ringan sperti pintu kamar mandi yg sedikit rusak berlubang membuat kita cemas dikhawatirkan kita yg merusaknya,False
a t,5b0ccf026a29607f66cb104d,4.67,sangat nyaman untuk staycation dan prosesnya mudah,False
m,5b0ccf026a29607f66cb104d,4.83,tidak ada,False
e,5b0ccf026a29607f66cb104d,4.83,tidak ada semua udah bagus,False
m a,5b0ccf026a29607f66cb104d,4.33,tidak ada,False
h k,5b0ccf026a29607f66cb104d,4.33,fasilitas nya bagus tapi beberapa kali listriknya turun,False
a r,5b0ccf026a29607f66cb104d,5.0,tidak ada,False
s e s,5b0ccf026a29607f66cb104d,4.5,apartementnya nyaman,False
u n a,5b0ccf026a29607f66cb104d,5.0,cuman ngak dapat wifi aja kemaren pada saat kita menginap disini kalau selebihnya sih kita sudah sangat puas menginap disini ok,False
a s,5b0ccf026a29607f66cb104d,5.0,ruangan bersih proses check in mudah room boy tepat waktu,False
t d,5b0ccf026a29607f66cb104d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah,False
y a,5b0ccf026a29607f66cb104d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m p r,5b0ccf026a29607f66cb104d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
k l,63f480c1333bbff8a51b68f4,5.0,unit rapi,False
m r h,63f480c1333bbff8a51b68f4,5.0,nyaman roomboy ramah,False
m g o p,63f480c1333bbff8a51b68f4,5.0,mantap,False
a h,63f480c1333bbff8a51b68f4,5.0,tempatnya luas cocok buat ngumpul2 sm teman2 pelayanan oke bgt mas2nya komunikatif bgt jd gak bingung tempatnya bersih semua fasilitas berfungsi dgn baik lokasi strategis sekali dkt dgn haltestasiun pokoknya rekomen bgt foto ruangan sesuai no tipu2 the best pokoknyaaaa,False
a r,63f480c1333bbff8a51b68f4,5.0,penginapannya nyaman bersih enak pokonya room boy dari travelio nya ramah2,False
r p a,63f480c1333bbff8a51b68f4,4.83,selama menginap sangat dibantu dalam pelayanan nya kondisi unit yang sangat nyaman dan team travelio yang sangat sigap membantu membuat pengalaman menginap menggunakan travelio sangat menyenangkan,False
s a s,63f480c1333bbff8a51b68f4,5.0,worth it pokoknya,False
r i a,63f480c1333bbff8a51b68f4,4.83,sudah cukup baik terima kasih,False
t k a,63f480c1333bbff8a51b68f4,5.0,nyaman dan mantap,False
s k,63f480c1333bbff8a51b68f4,3.83,pelayanan memuaskan,False
w f,63f480c1333bbff8a51b68f4,5.0,sangat nyaman,False
r,63f480c1333bbff8a51b68f4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
k l,63f480c1333bbff8a51b68f4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
n a,63f480c1333bbff8a51b68f4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
z h,63f480c1333bbff8a51b68f4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m r h,63f480c1333bbff8a51b68f4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r a,63f480c1333bbff8a51b68f4,5.0,room boy tepat waktu,False
k l,63f480c1333bbff8a51b68f4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m g o p,63f480c1333bbff8a51b68f4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
w f,63f480c1333bbff8a51b68f4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r d,63f480c1333bbff8a51b68f4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a h,63f480c1333bbff8a51b68f4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a r,63f480c1333bbff8a51b68f4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r p a,63f480c1333bbff8a51b68f4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s a s,63f480c1333bbff8a51b68f4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d o,61f3a6de6b76d369faadcbbe,5.0,over all good,False
i d,61f3a6de6b76d369faadcbbe,4.5,bagus,False
p s h i,61f3a6de6b76d369faadcbbe,5.0,pelayanan nya memuaskan terimakasih untuk staff mas yogi yang sudah bantu untuk checkout,False
c n,61f3a6de6b76d369faadcbbe,5.0,staff nya ramah dan fast respon,False
w s,61f3a6de6b76d369faadcbbe,5.0,pokoknya travelio saya kasih bintang 5,False
w,61f3a6de6b76d369faadcbbe,5.0,tempat nyaman petugas sangat roomboy sangat helpful overall nice service pasti balik kesini lg deh makasi travelio,False
n r,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
l n,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d o,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah,False
d p p,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
p g,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy ramah unit sesuai ekspektasi,False
i d,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s y,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
w s,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih harga sesuai,False
l e p,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
y f,61f3a6de6b76d369faadcbbe,5.0,harga sesuai,False
w,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m s j,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r k,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s a,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s a,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
n f h,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a n s,61f3a6de6b76d369faadcbbe,5.0,ruangan bersih room boy tepat waktu room boy ramah,False
z r,649307f665257c48447e2907,5.0,tempatnya nyaman dan bersih,False
i s s,649307f665257c48447e2907,5.0,baik,False
e n,649307f665257c48447e2907,5.0,ok,False
a s,649307f665257c48447e2907,5.0,keren,False
n,649307f665257c48447e2907,5.0,kamarnya bersih ga bau ac dingin,False
a,649307f665257c48447e2907,5.0,pelayanan sangat bagus dan ramah,False
d d s,649307f665257c48447e2907,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
z r,649307f665257c48447e2907,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
i s s,649307f665257c48447e2907,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a h,649307f665257c48447e2907,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a a,649307f665257c48447e2907,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
e n,649307f665257c48447e2907,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a s,649307f665257c48447e2907,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
n,649307f665257c48447e2907,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
b n,649307f665257c48447e2907,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
v a,63a3d28faae7a5fa97d27dfd,5.0,sangat memuaskan,False
s m,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s s,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih proses check in mudah room boy tepat waktu,False
s m,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s m,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih room boy tepat waktu room boy ramah,False
s j,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m h,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih proses check in mudah room boy tepat waktu,False
a l,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
n f,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
f u c u,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
t z a,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
v a,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a m,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
v a,63a3d28faae7a5fa97d27dfd,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s s,65c648936cfe13dffa297b69,5.0,nyaman bgtt nginep disiniii semua bersih,False
a,65c648936cfe13dffa297b69,5.0,sangat baik,False
m w,65c648936cfe13dffa297b69,5.0,nyaman,False
r,65c648936cfe13dffa297b69,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s s,65c648936cfe13dffa297b69,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
j r,65c648936cfe13dffa297b69,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
